Date,Open,High,Low,Close,Adj Close,Volume
2020-04-22,157.289993,158.750000,156.449997,158.020004,155.080536,370300
2020-04-23,156.529999,159.279999,156.279999,157.020004,154.099152,163900
2020-04-24,158.000000,158.000000,155.179993,156.350006,153.441605,217300
2020-04-27,157.559998,159.500000,157.460007,158.500000,155.551605,245800
2020-04-28,159.529999,159.550003,155.860001,155.860001,152.960709,327000
2020-04-29,159.000000,159.940002,157.250000,157.250000,154.324860,430800
2020-04-30,156.369995,158.115005,154.554993,155.619995,152.725174,323200
2020-05-01,153.690002,153.910004,147.080002,148.990005,146.218521,512800
2020-05-04,154.259995,159.919998,153.259995,158.529999,155.581039,570500
2020-05-05,155.529999,157.514999,154.264999,156.039993,153.137360,432800
2020-05-06,158.330002,158.839996,155.490005,155.699997,152.803696,192100
2020-05-07,157.889999,157.910004,155.460007,157.279999,154.354294,101700
2020-05-08,158.330002,160.600006,158.229996,159.869995,156.896118,239000
2020-05-11,158.710007,161.169998,158.199997,160.050003,157.072784,120700
2020-05-12,160.139999,160.190002,156.880005,156.910004,153.991180,152500
2020-05-13,158.229996,158.339996,153.434998,154.759995,151.881165,180100
2020-05-14,151.199997,154.979996,150.970001,154.809998,151.930252,151800
2020-05-15,157.520004,158.669998,156.089996,157.389999,154.462250,154000
2020-05-18,161.380005,164.300003,161.169998,162.759995,159.732346,230100
2020-05-19,159.770004,161.369995,158.139999,158.250000,155.306259,497000
2020-05-20,159.970001,160.520004,158.020004,158.789993,155.836212,282100
2020-05-21,160.860001,160.869995,157.824997,158.759995,155.806763,157900
2020-05-22,159.529999,160.880997,158.860001,160.479996,157.494781,124000
2020-05-26,164.080002,164.429993,162.460007,162.779999,159.751999,175500
2020-05-27,164.940002,164.990005,161.119995,163.369995,160.331009,335600
2020-05-28,164.800003,169.389999,164.300003,166.690002,163.589264,301500
2020-05-29,169.990005,170.080002,167.089996,168.710007,165.571701,347200
2020-06-01,168.479996,170.419998,168.449997,169.449997,166.297913,241800
2020-06-02,169.410004,171.369995,169.410004,171.210007,168.025192,223100
2020-06-03,174.139999,176.960007,173.949997,176.190002,172.912537,273900
2020-06-04,174.100006,176.199997,173.949997,173.990005,170.753464,319100
2020-06-05,173.300003,174.220001,170.380005,170.850006,167.671875,443300
2020-06-08,171.330002,172.949997,169.770004,172.600006,169.389313,176700
2020-06-09,172.039993,175.330002,171.750000,174.509995,171.263779,326900
2020-06-10,175.800003,176.979996,174.539993,175.679993,172.412018,210800
2020-06-11,169.360001,170.979996,164.279999,165.289993,162.215302,351700
2020-06-12,170.179993,170.509995,165.000000,167.889999,164.766937,188900
2020-06-15,164.740005,169.910004,164.229996,169.699997,166.543259,181100
2020-06-16,173.289993,173.289993,168.589996,169.690002,166.533463,242100
2020-06-17,168.910004,170.839996,168.339996,169.809998,166.651215,235000
2020-06-18,168.369995,169.630005,167.240005,168.580002,165.444107,129200
2020-06-19,168.270004,169.860001,167.750000,168.210007,165.080994,183700
2020-06-22,172.720001,172.720001,170.589996,171.449997,168.260712,173000
2020-06-23,174.830002,175.610001,173.029999,173.050003,169.830963,184500
2020-06-24,170.600006,171.520004,167.500000,168.690002,165.552048,168500
2020-06-25,167.779999,170.169998,166.330002,170.089996,166.925995,147800
2020-06-26,172.169998,172.425003,168.910004,169.619995,166.464737,131300
2020-06-29,171.169998,171.766998,169.110001,170.979996,167.799454,130900
2020-06-30,168.500000,171.949997,168.089996,171.009995,167.828888,189300
2020-07-01,169.660004,172.770004,168.789993,171.940002,168.741592,192600
2020-07-02,173.929993,174.820007,171.979996,172.160004,168.957504,142200
2020-07-06,175.800003,177.220001,175.179993,176.009995,172.735870,214000
2020-07-07,176.440002,176.750000,173.199997,173.509995,170.282394,146600
2020-07-08,175.580002,176.600006,174.020004,175.910004,172.637756,190100
2020-07-09,177.199997,177.630005,174.479996,177.559998,174.257050,274200
2020-07-10,178.220001,179.300003,176.589996,179.000000,175.670273,149400
2020-07-13,179.500000,180.350006,175.869995,176.330002,173.049942,330800
2020-07-14,174.270004,178.169998,174.220001,178.100006,174.787018,172600
2020-07-15,179.110001,180.417999,178.199997,179.000000,175.670273,148700
2020-07-16,177.160004,177.979996,176.460007,177.389999,174.090225,107000
2020-07-17,177.240005,177.686996,175.490005,177.559998,174.257050,116200
2020-07-20,178.300003,181.414993,178.009995,180.789993,177.426956,155400
2020-07-21,182.259995,183.050003,180.490005,180.850006,177.485855,160700
2020-07-22,182.679993,183.500000,181.330002,183.029999,179.625290,115500
2020-07-23,184.000000,185.360001,181.759995,182.179993,178.791122,243700
2020-07-24,179.639999,180.410004,178.300003,179.190002,175.856735,129400
2020-07-27,181.330002,182.679993,179.005005,179.929993,176.582962,301900
2020-07-28,179.000000,180.164993,178.440002,178.889999,175.562317,95400
2020-07-29,180.509995,182.399994,179.910004,182.199997,178.810730,152900
2020-07-30,178.279999,181.529999,178.029999,181.020004,177.652695,145300
2020-07-31,180.990005,181.830002,178.050003,181.699997,178.320038,270900
2020-08-03,181.559998,189.259995,180.339996,186.449997,182.981674,413300
2020-08-04,182.529999,187.085007,182.210007,185.509995,182.059174,483300
2020-08-05,188.000000,188.850006,186.190002,186.729996,183.256470,360500
2020-08-06,185.740005,187.410004,185.139999,186.639999,183.168152,126900
2020-08-07,186.539993,187.279999,184.479996,185.949997,182.490982,119900
2020-08-10,183.880005,184.830002,182.779999,184.250000,180.822617,149900
2020-08-11,187.800003,189.205002,185.320007,185.490005,182.039536,229500
2020-08-12,191.059998,193.830002,190.619995,192.630005,189.046738,369300
2020-08-13,193.710007,196.529999,193.500000,194.320007,190.705292,245500
2020-08-14,194.809998,195.410004,193.199997,194.300003,190.685669,228000
2020-08-17,195.869995,198.550003,195.809998,197.190002,193.521896,223200
2020-08-18,199.000000,199.619995,196.130005,196.300003,192.648468,139000
2020-08-19,197.100006,197.100006,194.429993,194.710007,191.088043,152500
2020-08-20,192.460007,195.440002,192.182007,195.020004,191.392258,114200
2020-08-21,191.619995,194.619995,191.539993,193.809998,190.204788,127200
2020-08-24,197.380005,197.380005,194.966995,195.429993,191.794632,101600
2020-08-25,198.270004,198.294998,195.470001,197.309998,193.639679,87600
2020-08-26,196.059998,199.970001,196.000000,199.289993,195.582825,215500
2020-08-27,198.460007,198.550003,194.309998,195.509995,191.873154,189700
2020-08-28,196.110001,196.710007,195.244995,196.300003,192.648468,91900
2020-08-31,195.679993,196.179993,194.279999,194.750000,191.127289,102000
2020-09-01,194.229996,195.660004,193.559998,195.570007,191.932037,164900
2020-09-02,197.550003,197.550003,195.009995,196.690002,193.031189,304700
2020-09-03,196.100006,196.100006,190.000000,190.970001,187.417603,313800
2020-09-04,191.949997,192.960007,187.139999,191.740005,188.173294,137600
2020-09-08,186.539993,190.589996,185.839996,185.839996,182.383026,222100
2020-09-09,189.020004,191.789993,188.679993,189.419998,185.896423,161100
2020-09-10,190.000000,191.197998,187.529999,187.860001,184.365463,188400
2020-09-11,190.699997,192.250000,189.610001,191.720001,188.153656,215800
2020-09-14,191.789993,193.020004,191.020004,191.990005,188.418625,233800
2020-09-15,194.470001,194.759995,191.274994,191.580002,188.016251,94500
2020-09-16,192.029999,192.419998,188.470001,188.850006,185.337036,139100
2020-09-17,187.910004,190.929993,187.740005,190.139999,186.603043,93100
2020-09-18,188.669998,189.759995,186.699997,187.919998,184.424332,122000
2020-09-21,183.899994,184.419998,180.660004,184.100006,180.675415,169500
2020-09-22,183.050003,183.880005,181.973999,183.300003,179.890289,154300
2020-09-23,183.440002,184.179993,181.289993,181.580002,178.202271,125100
2020-09-24,182.009995,184.759995,180.800003,182.830002,179.429031,142800
2020-09-25,179.250000,182.070007,178.940002,181.250000,177.878418,155500
2020-09-28,183.860001,184.070007,182.940002,183.279999,179.870651,124900
2020-09-29,183.630005,184.270004,182.100006,182.350006,178.957962,120600
2020-09-30,182.850006,185.195007,182.350006,184.089996,180.665588,249800
2020-10-01,184.490005,185.080002,182.919998,184.600006,181.166107,183600
2020-10-02,180.589996,182.464996,180.554993,180.869995,177.505478,186800
2020-10-05,181.250000,182.750000,180.639999,182.630005,179.232742,133300
2020-10-06,181.289993,181.490005,176.029999,176.490005,173.206970,345200
2020-10-07,180.539993,184.610001,180.479996,183.399994,179.988419,441100
2020-10-08,182.279999,182.830002,180.970001,181.320007,177.947113,212900
2020-10-09,181.789993,183.399994,181.220001,182.839996,179.438828,140100
2020-10-12,184.740005,185.589996,184.119995,184.899994,181.460510,159000
2020-10-13,185.800003,185.800003,183.509995,184.190002,180.763733,119200
2020-10-14,185.990005,186.860001,183.884995,185.759995,182.304520,259300
2020-10-15,181.740005,188.619995,181.729996,187.710007,184.218246,542600
2020-10-16,191.059998,194.320007,190.880005,192.520004,188.938766,500400
2020-10-19,192.529999,193.000000,188.820007,189.369995,185.847351,285000
2020-10-20,192.339996,194.369995,191.919998,192.539993,188.958389,182400
2020-10-21,189.779999,192.089996,189.330002,189.929993,186.396942,221600
2020-10-22,189.199997,191.789993,188.660004,190.100006,186.563797,306600
2020-10-23,190.509995,190.960007,188.490005,189.970001,186.436203,204700
2020-10-26,186.059998,186.649994,184.389999,185.419998,181.970840,223000
2020-10-27,186.710007,186.710007,184.830002,185.339996,181.892334,240100
2020-10-28,179.119995,180.559998,177.000000,177.119995,173.825241,395400
2020-10-29,177.100006,179.845001,176.287003,178.570007,175.248276,190600
2020-10-30,178.410004,179.300003,176.710007,178.419998,175.101059,228500
2020-11-02,180.699997,183.779999,180.690002,183.179993,179.772507,337600
2020-11-03,192.990005,198.199997,191.654999,196.009995,192.363846,671100
2020-11-04,202.100006,203.289993,199.699997,202.199997,198.438705,491300
2020-11-05,204.179993,207.259995,203.449997,207.089996,203.237747,379400
2020-11-06,207.000000,208.940002,206.500000,208.000000,204.130814,481600
2020-11-09,212.699997,213.479996,205.369995,205.800003,201.971756,399200
2020-11-10,203.460007,205.589996,202.350006,204.600006,200.794067,194200
2020-11-11,207.820007,210.059998,207.820007,209.270004,205.377213,195900
2020-11-12,208.850006,209.199997,204.039993,205.479996,201.657700,295500
2020-11-13,208.059998,208.509995,205.500000,206.690002,202.845184,777800
2020-11-16,208.500000,208.919998,205.699997,207.669998,203.806946,274100
2020-11-17,210.710007,212.009995,209.610001,210.350006,206.437103,302400
2020-11-18,214.509995,215.479996,212.789993,214.029999,210.048645,443700
2020-11-19,212.460007,214.169998,211.899994,214.169998,210.186035,195500
2020-11-20,211.919998,212.750000,209.029999,209.740005,205.838470,200200
2020-11-23,210.649994,211.190002,207.891998,209.960007,206.054352,191900
2020-11-24,210.000000,211.619995,208.649994,210.300003,206.388031,243100
2020-11-25,211.279999,213.080002,210.830002,212.389999,208.439148,144100
2020-11-27,212.740005,213.669998,212.610001,212.740005,208.782639,150300
2020-11-30,214.559998,214.559998,210.699997,211.110001,207.182968,258400
2020-12-01,212.589996,214.949997,212.339996,214.389999,210.401947,255500
2020-12-02,213.570007,215.190002,212.259995,214.770004,210.774872,169400
2020-12-03,215.399994,216.500000,214.699997,215.350006,211.344101,274400
2020-12-04,212.199997,212.759995,209.848999,210.339996,206.427292,555100
2020-12-07,209.809998,211.895004,209.470001,210.660004,206.741333,251200
2020-12-08,210.520004,215.940002,210.500000,214.000000,210.019211,244000
2020-12-09,216.679993,217.490005,213.559998,214.949997,210.951523,285900
2020-12-10,213.429993,215.164993,212.225006,213.929993,209.950485,268400
2020-12-11,213.070007,215.369995,212.800003,214.889999,210.892639,217400
2020-12-14,217.350006,218.720001,215.789993,216.399994,212.374557,233800
2020-12-15,220.240005,222.050003,219.500000,221.029999,216.918427,256400
2020-12-16,223.610001,223.630005,221.529999,222.190002,218.056854,297600
2020-12-17,223.720001,225.880005,223.240005,223.729996,219.568192,264900
2020-12-18,226.020004,226.360001,224.539993,225.729996,221.531006,179300
2020-12-21,220.960007,225.289993,219.940002,224.639999,220.461273,290600
2020-12-22,225.479996,229.000000,224.800003,227.539993,223.307327,279600
2020-12-23,228.179993,228.919998,224.940002,225.339996,221.148239,281700
2020-12-24,225.009995,226.000000,223.779999,225.529999,221.334717,53800
2020-12-28,229.440002,229.664993,227.630005,228.610001,224.357437,194600
2020-12-29,233.660004,233.660004,229.410004,229.639999,225.368271,350300
2020-12-30,233.009995,233.389999,228.695999,229.690002,225.417343,225300
2020-12-31,229.020004,230.100006,227.039993,229.520004,225.250504,134400
2021-01-04,231.660004,232.309998,225.910004,227.009995,222.787186,324800
2021-01-05,226.020004,228.179993,225.500000,226.080002,221.874496,276700
2021-01-06,221.330002,223.740005,221.119995,221.750000,217.625031,324200
2021-01-07,221.009995,222.389999,220.125000,222.100006,217.968521,283200
2021-01-08,219.589996,220.850006,216.559998,217.970001,213.915359,684200
2021-01-11,215.520004,219.699997,215.216003,217.960007,213.905548,616100
2021-01-12,216.600006,219.339996,215.929993,217.960007,213.905548,227000
2021-01-13,220.380005,221.940002,219.279999,221.690002,217.566147,263800
2021-01-14,219.539993,220.669998,215.250000,216.160004,212.139038,324900
2021-01-15,214.820007,215.139999,209.759995,210.070007,206.162308,336300
2021-01-19,211.490005,211.490005,208.410004,210.429993,206.515594,248600
2021-01-20,211.520004,214.085007,211.229996,213.649994,209.675705,167600
2021-01-21,213.410004,217.119995,213.000000,216.139999,212.119385,310400
2021-01-22,213.809998,214.494995,210.789993,212.070007,208.125122,276500
2021-01-25,211.630005,211.919998,208.669998,210.160004,206.250641,452700
2021-01-26,211.080002,211.649994,208.309998,208.500000,204.621506,449500
2021-01-27,206.520004,209.330002,203.800003,207.250000,203.394760,385900
2021-01-28,208.190002,208.789993,206.470001,206.979996,203.129791,550200
2021-01-29,209.500000,210.205994,206.960007,208.179993,204.307465,429400
2021-02-01,212.490005,217.720001,211.800003,216.990005,212.953583,582200
2021-02-02,211.089996,212.889999,204.720001,207.789993,203.924713,1005300
2021-02-03,201.690002,201.835007,194.240005,200.000000,196.279633,1991000
2021-02-04,200.080002,204.080002,200.000000,201.330002,197.584885,574700
2021-02-05,203.869995,204.089996,201.690002,202.679993,198.909775,215000
2021-02-08,207.500000,209.009995,206.610001,208.679993,204.798141,313200
2021-02-09,208.360001,209.550003,207.889999,209.179993,205.288849,204700
2021-02-10,208.750000,209.039993,206.490005,207.149994,203.296616,150800
2021-02-11,205.449997,205.820007,203.600006,204.929993,201.117920,169200
2021-02-12,204.029999,205.837006,203.429993,205.350006,201.530106,146600
2021-02-16,203.479996,203.660004,201.559998,201.970001,198.212982,230100
2021-02-17,198.259995,200.520004,198.009995,199.929993,196.210922,303900
2021-02-18,199.089996,199.940002,197.460007,199.449997,195.739853,318400
2021-02-19,199.169998,199.382004,198.000000,198.289993,194.601440,142000
2021-02-22,195.880005,198.660004,195.320007,196.720001,193.060638,224900
2021-02-23,194.669998,197.539993,192.181000,196.809998,193.148956,385300
2021-02-24,195.279999,197.479996,194.149994,196.410004,192.756424,294900
2021-02-25,196.199997,197.169998,193.440002,194.830002,191.205795,295300
2021-02-26,196.399994,198.470001,194.960007,197.380005,193.708374,389400
2021-03-01,195.000000,198.565002,194.800003,197.699997,194.022415,367600
2021-03-02,196.759995,198.050003,195.309998,196.479996,192.825104,191600
2021-03-03,192.660004,195.029999,190.899994,191.449997,187.888672,417500
2021-03-04,189.449997,191.059998,185.119995,187.779999,184.286942,683000
2021-03-05,189.429993,189.429993,183.820007,188.899994,185.386093,350500
2021-03-08,188.169998,191.929993,187.714005,188.520004,185.013168,257900
2021-03-09,192.960007,194.947998,192.744995,193.029999,189.439285,347800
2021-03-10,194.429993,194.429993,191.800003,191.830002,188.261612,277900
2021-03-11,197.919998,197.919998,195.509995,196.820007,193.158798,452500
2021-03-12,193.899994,196.149994,192.779999,195.809998,192.167572,142400
2021-03-15,195.240005,195.779999,193.899994,195.630005,191.990921,136100
2021-03-16,197.220001,197.330002,194.485001,196.619995,192.962509,343100
2021-03-17,195.399994,197.880005,194.360001,197.539993,193.865372,158700
2021-03-18,194.259995,195.619995,193.449997,194.649994,191.029144,301300
2021-03-19,196.389999,197.259995,193.449997,197.059998,193.394318,449400
2021-03-22,201.809998,209.410004,201.300003,208.059998,204.189697,659100
2021-03-23,206.639999,206.850006,202.270004,202.820007,199.047180,510400
2021-03-24,201.059998,202.289993,199.264999,200.350006,196.623123,366600
2021-03-25,199.289993,204.279999,199.130005,203.949997,200.156158,410100
2021-03-26,203.110001,204.800003,201.539993,204.259995,200.460388,650400
2021-03-29,203.720001,205.500000,202.869995,204.429993,200.627228,370600
2021-03-30,203.479996,208.949997,203.270004,208.770004,204.886490,525400
2021-03-31,209.000000,210.369995,208.610001,209.279999,205.386993,325900
2021-04-01,209.979996,211.380005,207.559998,208.039993,204.170059,487000
2021-04-05,210.300003,214.529999,209.600006,213.520004,209.548126,421900
2021-04-06,208.970001,210.410004,208.324997,209.190002,205.298691,260600
2021-04-07,207.679993,210.179993,207.309998,208.800003,204.915924,326800
2021-04-08,208.630005,209.955002,207.990997,209.169998,205.279037,236500
2021-04-09,207.740005,209.740005,206.539993,209.199997,205.308487,238100
2021-04-12,209.169998,212.419998,208.229996,211.979996,208.036774,450600
2021-04-13,210.350006,211.490005,209.600006,210.199997,206.289886,236800
2021-04-14,211.649994,211.649994,206.860001,207.419998,203.561600,877900
2021-04-15,211.029999,212.000000,208.940002,210.949997,207.025925,959700
2021-04-16,210.949997,212.639999,210.550003,212.000000,208.056412,198700
2021-04-19,212.630005,212.729996,210.574997,212.199997,209.278336,177400
2021-04-20,209.000000,210.009995,207.419998,209.850006,206.960709,294400
2021-04-21,209.330002,215.210007,209.160004,214.750000,211.793228,239300
2021-04-22,214.330002,214.369995,212.164001,213.080002,210.146225,240700
2021-04-23,214.139999,215.979996,213.669998,215.899994,212.927399,233300
2021-04-26,216.949997,218.225006,216.029999,218.050003,215.047806,265900
2021-04-27,218.509995,219.690002,217.970001,218.949997,215.935394,177600
2021-04-28,217.550003,218.940002,217.009995,217.580002,214.584274,144100
2021-04-29,216.929993,217.270004,214.720001,216.449997,213.469833,260200
2021-04-30,215.389999,215.820007,213.009995,213.389999,210.451965,131200
2021-05-03,219.369995,220.960007,217.979996,217.979996,214.978760,462200
2021-05-04,208.800003,209.449997,200.850006,202.979996,200.185287,1148300
2021-05-05,205.729996,205.850006,201.610001,203.250000,200.451569,497100
2021-05-06,201.250000,202.149994,198.949997,200.110001,197.354797,540700
2021-05-07,198.899994,201.660004,197.990005,200.500000,197.739441,389400
2021-05-10,199.440002,201.399994,198.809998,199.559998,196.812378,189700
2021-05-11,196.750000,198.830002,195.789993,197.880005,195.155518,195200
2021-05-12,198.039993,199.559998,195.460007,195.570007,192.877319,213900
2021-05-13,197.830002,198.507996,195.339996,197.240005,194.524323,152700
2021-05-14,198.740005,199.529999,197.919998,198.649994,195.914902,133200
2021-05-17,199.580002,201.720001,199.250000,201.649994,198.873596,131700
2021-05-18,202.940002,204.789993,202.699997,203.580002,200.777023,240100
2021-05-19,200.690002,203.020004,200.539993,202.750000,199.958450,167400
2021-05-20,206.000000,208.389999,205.699997,208.100006,205.234802,184500
2021-05-21,211.070007,211.809998,210.270004,211.229996,208.321701,230800
2021-05-24,211.500000,212.940002,211.389999,212.220001,209.298080,205600
2021-05-25,212.250000,213.820007,211.919998,213.009995,210.077194,206100
2021-05-26,212.369995,213.389999,211.619995,212.520004,209.593948,337500
2021-05-27,211.860001,213.690002,209.919998,210.000000,207.108643,310400
2021-05-28,209.979996,211.589996,209.360001,210.910004,208.006119,262800
2021-06-01,213.210007,213.220001,211.009995,212.699997,209.771454,260600
2021-06-02,212.360001,214.470001,212.100006,214.410004,211.457932,191800
2021-06-03,214.410004,216.255005,213.779999,215.429993,212.463867,268000
2021-06-04,217.250000,218.139999,216.229996,216.880005,213.893906,265600
2021-06-07,218.809998,220.054993,218.449997,219.369995,216.349625,243900
2021-06-08,220.770004,221.455994,217.570007,218.820007,215.807205,405600
2021-06-09,214.699997,216.770004,212.179993,212.179993,209.258606,314400
2021-06-10,212.399994,213.240005,210.929993,211.649994,208.735916,255600
2021-06-11,211.000000,211.339996,209.949997,211.309998,208.400589,132600
2021-06-14,203.720001,205.770004,202.535004,205.279999,202.453629,405300
2021-06-15,204.240005,204.800003,203.132996,204.500000,201.684357,498400
2021-06-16,202.889999,203.520004,201.330002,202.750000,199.958450,403200
2021-06-17,197.589996,202.240005,197.330002,200.919998,198.153641,620600
2021-06-18,200.460007,200.809998,199.750000,200.089996,197.335083,196300
2021-06-21,201.509995,203.130005,201.000000,202.179993,199.396286,252800
2021-06-22,202.080002,202.080002,200.250000,201.490005,198.715820,228300
2021-06-23,201.080002,201.080002,199.630005,200.110001,197.354797,230900
2021-06-24,201.779999,203.720001,201.419998,203.279999,200.481155,318200
2021-06-25,204.050003,204.899994,202.550003,204.220001,201.408218,352200
2021-06-28,205.070007,206.074997,204.399994,205.419998,202.591705,108000
2021-06-29,206.990005,207.449997,206.139999,206.869995,204.021729,149600
2021-06-30,206.350006,206.929993,205.229996,206.050003,203.213028,166700
2021-07-01,204.809998,205.050003,203.050003,203.559998,200.757309,155600
2021-07-02,204.729996,207.660004,203.869995,206.789993,203.942841,233100
2021-07-06,206.789993,207.005997,205.039993,205.860001,203.025650,239900
2021-07-07,206.960007,207.574997,204.800003,207.029999,204.179535,260500
2021-07-08,204.830002,207.259003,203.800003,205.660004,202.828400,242200
2021-07-09,208.479996,209.380005,207.580002,209.080002,206.201309,244700
2021-07-12,210.619995,210.619995,209.190002,209.580002,206.694412,165300
2021-07-13,208.929993,209.880005,208.789993,209.660004,206.773315,108600
2021-07-14,210.009995,210.779999,209.729996,210.320007,207.424240,197700
2021-07-15,206.839996,207.309998,204.360001,206.839996,203.992142,384600
2021-07-16,207.110001,211.220001,206.020004,206.889999,204.041458,231100
2021-07-19,204.399994,205.311996,203.250000,204.110001,201.299744,227400
2021-07-20,202.479996,204.250000,201.929993,204.139999,201.329330,176900
2021-07-21,205.149994,206.630005,204.809998,205.610001,202.779083,123800
2021-07-22,206.750000,207.210007,205.610001,207.210007,204.357056,159600
2021-07-23,209.809998,212.449997,209.429993,212.110001,209.189590,322700
2021-07-26,211.160004,212.039993,210.899994,211.990005,209.071243,197500
2021-07-27,212.210007,212.210007,210.149994,211.389999,208.479492,242100
2021-07-28,210.649994,212.800003,210.169998,212.240005,209.317795,224900
2021-07-29,214.070007,216.419998,213.820007,216.240005,213.262726,308700
2021-07-30,218.000000,219.449997,217.809998,218.289993,215.284500,533500
2021-08-02,216.839996,217.179993,211.649994,212.149994,209.229019,514700
2021-08-03,211.649994,211.979996,208.029999,211.300003,208.390732,479100
2021-08-04,212.850006,213.300003,210.500000,211.740005,208.824677,335700
2021-08-05,216.550003,219.529999,216.139999,219.419998,216.398941,335500
2021-08-06,220.429993,220.949997,219.279999,219.460007,216.438400,154400
2021-08-09,221.000000,222.934998,220.929993,222.119995,219.061752,222200
2021-08-10,222.589996,222.759995,220.899994,221.199997,218.154434,165200
2021-08-11,223.539993,224.270004,222.559998,224.039993,220.955322,139700
2021-08-12,224.100006,224.100006,222.755005,223.250000,220.176208,95400
2021-08-13,225.630005,227.479996,225.589996,225.880005,222.770004,224300
2021-08-16,225.490005,226.171005,223.699997,225.869995,222.760132,234500
2021-08-17,222.830002,223.259995,218.585007,219.250000,216.231277,501400
2021-08-18,219.789993,220.389999,218.350006,218.350006,215.343674,133200
2021-08-19,211.979996,214.050003,211.789993,213.160004,210.225128,167000
2021-08-20,211.000000,214.250000,210.839996,214.119995,211.171906,274000
2021-08-23,213.850006,217.320007,213.600006,217.139999,214.150330,263700
2021-08-24,215.000000,217.740005,214.610001,215.089996,212.128555,240500
2021-08-25,216.539993,218.764999,216.300003,217.979996,214.978760,156900
2021-08-26,215.630005,216.660004,214.440002,214.639999,211.684753,131100
2021-08-27,214.619995,217.339996,214.619995,216.320007,213.341629,98600
2021-08-30,216.649994,218.880005,215.820007,217.589996,214.594131,189300
2021-08-31,216.910004,217.660004,215.770004,217.399994,214.406738,133100
2021-09-01,217.529999,219.279999,217.279999,217.470001,214.475800,174500
2021-09-02,219.960007,220.639999,219.039993,219.520004,216.497574,170700
2021-09-03,219.320007,219.660004,218.279999,218.779999,215.767761,99100
2021-09-07,220.360001,220.679993,218.830002,220.529999,217.493668,225000
2021-09-08,219.479996,220.429993,219.009995,219.339996,216.320038,169300
2021-09-09,223.539993,223.580002,219.380005,219.550003,216.527145,496300
2021-09-10,222.669998,222.820007,219.039993,219.100006,216.083359,375900
2021-09-13,220.639999,220.639999,216.960007,219.289993,216.270721,287800
2021-09-14,221.720001,223.210007,220.589996,220.779999,217.740204,331200
2021-09-15,221.639999,222.000000,219.119995,221.479996,218.430573,377000
2021-09-16,221.820007,222.380005,218.300003,218.860001,215.846649,282900
2021-09-17,218.509995,218.520004,215.600006,216.389999,213.410660,194400
2021-09-20,212.449997,213.779999,211.679993,213.169998,210.234985,246200
2021-09-21,214.779999,215.580002,214.020004,214.710007,211.753799,296300
2021-09-22,214.570007,216.759995,213.880005,215.839996,212.868225,216300
2021-09-23,217.190002,217.889999,215.880005,217.119995,214.130600,131600
2021-09-24,215.740005,217.610001,215.740005,217.460007,214.465927,111600
2021-09-27,215.850006,217.589996,214.360001,216.550003,213.568451,245200
